,ProofType,Algorithm,CoinName,PC 1,PC 2,PC 3,class
42,PoW/PoS,Scrypt,42 Coin,-0.32680714492757035,1.1355975472582696,-0.1619354310369317,0
404,PoW/PoS,Scrypt,404Coin,-0.30944244426101164,1.135817482035791,-0.16225591177548795,0
1337,PoW/PoS,X13,EliteCoin,2.4143980265763245,1.718243951097501,-0.20924572161042723,0
BTC,PoW,SHA-256,Bitcoin,-0.1453627049253487,-1.33721604586333,0.05713236814864289,1
ETH,PoW,Ethash,Ethereum,-0.13099693627101422,-2.102896969820515,0.11871075412500985,1
LTC,PoW,Scrypt,Litecoin,-0.16023420028456714,-1.0762082194382978,0.011918757844449084,1
DASH,PoW/PoS,X11,Dash,-0.3746851730534678,1.295646431252394,-0.1837377802643491,0
XMR,PoW,CryptoNight-V7,Monero,-0.14346397291256283,-2.2370269991484864,0.10761134717500265,1
ETC,PoW,Ethash,Ethereum Classic,-0.129376030290797,-2.102990507053123,0.11870109335514982,1
ZEC,PoW,Equihash,ZCash,-0.16294666757819423,-2.123428519821363,0.18103564340333123,1
BTS,PoS,SHA-512,Bitshares,-0.27192600235972036,0.9896408590527979,-0.0348457600714844,0
DGB,PoW,Multiple,DigiByte,0.1896708640493353,-1.8794587132787617,0.06763080572352069,1
BTCD,PoW/PoS,SHA-256,BitcoinDark,-0.31071775063400314,0.8745712212705994,-0.1167382741809895,0
XPY,PoS,SHA-256,PayCoin,-0.26337328745537514,0.5367663998405477,-0.040584144309299276,0
PRC,PoW,Scrypt,ProsperCoin,-0.1614283333304776,-1.0762045517589642,0.011937459765500416,1
KOBO,PoW/PoS,X15,KoboCoin,-0.23359058855957537,1.973113257004795,-0.1742479487783294,0
SPR,PoW,X11,Spreadcoin,-0.20952246427949053,-0.9161467525682885,-0.009862970147381302,1
ARG,PoW,Scrypt,Argentum,-0.1610292328826354,-1.0762213888302412,0.011933981288027007,1
AUR,PoW/PoS,Scrypt,Aurora Coin,-0.32645247329933286,1.1355978403178169,-0.16194123119693807,0
BLU,PoW/PoS,Scrypt,BlueCoin,-0.3187127458234531,1.1358764870474578,-0.16211614636548605,0
XMY,PoW,Multiple,MyriadCoin,-0.07423442511523395,-1.8750364189788333,0.07112263774668771,1
MOON,PoW,Scrypt,MoonCoin,2.670084409261997,-1.2517927587606137,-0.0027739807906545007,1
ZET,PoW,SHA-256,ZetaCoin,-0.14232564188618252,-1.3372172400275504,0.05708335885899969,1
SXC,PoW,Scrypt,SexCoin,-0.1581705678514489,-1.0762551981361437,0.01189365462713902,1
QTL,PoW,Scrypt,Quatloo,-0.16082551381377572,-1.0762399790735722,0.011933980638615999,1
ENRG,PoW/PoS,Scrypt,EnergyCoin,-0.325239500093316,1.1356515696395475,-0.16197043023603971,0
QRK,PoW,Quark,QuarkCoin,-0.22797509518314812,-0.6086263716283739,0.054407222601073474,1
RIC,PoW,Groestl,Riecoin,-0.2111430682637826,-1.2796949466495822,0.0947679601051398,1
DGC,PoW,Scrypt,Digitalcoin ,-0.16087546621662688,-1.076204825518822,0.011928548122012982,1
BTB,PoW/PoS,Scrypt,BitBar,-0.32680291620724783,1.1355973373109884,-0.16193546229173875,0
CAT,PoW,Scrypt,Catcoin,-0.16140984140951073,-1.07620391451191,0.01193704691540088,1
CBX,PoW/PoS,Scrypt,CryptoBullion,-0.3267865345730915,1.1355975461333965,-0.16193576486684727,0
CCN,PoW,Scrypt,CannaCoin,-0.1614998548665606,-1.0762014248091696,0.01193806366569248,1
CRYPT,PoW,X11,CryptCoin,-0.20961559021801635,-0.9161485389563789,-0.009861143663487342,1
CSC,PoC,Scrypt,CasinoCoin,0.6035264809567218,0.45214461948694945,-0.1447100987092254,0
DMD,PoW/PoS,Groestl,Diamond,-0.37746976784841874,0.932116189934403,-0.07909117315318703,0
XVG,PoW,Multiple,Verge,0.21451256448401915,-1.8754404531885065,0.06651469122779907,1
DVC,PoW,SHA-256,DevCoin,0.24826724568943756,-1.3385757899872912,0.05099429743552606,1
EAC,PoW,Scrypt,EarthCoin,0.09762600606672758,-1.0768663479521128,0.007856508492315699,1
EFL,PoW,Scrypt,E-Gulden,-0.1612354435597107,-1.0761979046162256,0.01193315331398651,1
EMC2,PoW,Scrypt,Einsteinium,-0.15665778925582413,-1.0762384891147274,0.011866170237134672,1
EMD,PoW,Scrypt,Emerald,-0.1611723344155029,-1.0762035552751423,0.011933133878361006,1
EXCL,PoS,PoS,Exclusive Coin,-0.32792891456447615,1.3765405706173088,-0.13118742853547097,0
FLT,PoS/PoW/PoT,Scrypt,FlutterCoin,-0.23061300172352084,0.4786559760508585,-0.1790087249870059,0
FRK,PoW,Scrypt,Franko,-0.1615592609323036,-1.0762021173440846,0.01193914942391853,1
FTC,PoW,NeoScrypt,FeatherCoin,-0.17791369785681535,-1.6311659440766357,0.06260731050355932,1
GDC,PoW,Scrypt,GrandCoin,-0.13991812651445426,-1.0764589810464815,0.011634024393319366,1
GLC,PoW,Scrypt,GlobalCoin,-0.16030389407793003,-1.076200661477503,0.011918545324036923,1
GLD,PoW,Scrypt,GoldCoin,-0.1605932388046177,-1.0762122301404058,0.01192528890650345,1
HBN,PoW/PoS,Scrypt,HoboNickels,-0.3247850924600323,1.1355818603306527,-0.16196541673887474,0
HYP,PoS,X11,HyperStake,-0.3063023530088915,0.9585755017460691,-0.10805493116695054,0
IFC,PoW,Scrypt,Infinite Coin,1.660518736468668,-1.0778570679658401,-0.01729719653715491,1
IOC,PoW/PoS,X11,IOCoin,-0.3745753713157005,1.295650215112063,-0.1837402316948112,0
IXC,PoW,SHA-256,IXcoin,-0.14532242331010548,-1.337214657725204,0.057131468822451514,1
KGC,PoW,Scrypt,KrugerCoin,-0.15777014640577114,-1.076252369709522,0.011886662809122595,1
LKY,PoW,Scrypt,LuckyCoin,-0.16126299783443931,-1.0761981427547678,0.01193364216836223,1
LTB,PoW,Scrypt,Litebar ,-0.1616326511452186,-1.0761976136173674,0.011939539140247354,1
MAX,PoW/PoS,SHA3,MaxCoin,-0.4242360792934884,2.0868615713122556,-0.24051152659893946,0
MEC,PoW,Scrypt,MegaCoin,-0.16086095017442043,-1.0761999387618875,0.011927445138437416,1
MED,PoW,HybridScryptHash256,MediterraneanCoin,-0.18249740537732728,-2.3525111360430917,0.2697895571251187,1
MINT,PoS,Scrypt,MintCoin,-0.008274579848206386,0.8071313361925366,-0.09183463893437559,0
MINC,PoW,Scrypt,MinCoin,-0.1615089936635659,-1.0761995059286875,0.011937871048467554,1
MZC,PoW/PoS,SHA-256,MazaCoin,-0.2724984505073804,0.8741829107186312,-0.11728873910442544,0
NAUT,PoS,Scrypt,Nautilus Coin,-0.2792035849305508,0.7977833856758254,-0.08578384182066734,0
NAV,PoW/PoS,X13,NavCoin,-0.27445124726656894,1.849078366255099,-0.18889964273229765,0
NOBL,PoW,Scrypt,NobleCoin,-0.020901456741171505,-1.0820180105958823,0.010692231604823165,1
NMC,PoW,SHA-256,Namecoin,-0.14540335087680945,-1.3372174465568016,0.05713327560899448,1
NYAN,PoW,Scrypt,NyanCoin,-0.15490780534282023,-1.0762046528301654,0.011831800261577,1
OPAL,PoW/PoS,X13,OpalCoin,-0.27510003261049554,1.8490560085698218,-0.18888515796923616,0
ORB,PoW/PoS,NeoScrypt,Orbitcoin,-0.3481312640301486,0.5806908179583606,-0.11119686547149929,0
POT,PoW/PoS,Scrypt,PotCoin,-0.32087333668721313,1.135503241265003,-0.16201485401402893,0
PXC,PoW/PoS,Scrypt,PhoenixCoin,-0.32514232550827127,1.1355852006867562,-0.16196022023869303,0
RDD,PoW/PoS,Scrypt,Reddcoin,0.046631633275956354,1.148466559745805,-0.1702728145402204,0
RPC,PoW,Scrypt,RonPaulCoin,-0.16148774802418245,-1.0762065992389749,0.011938786256255234,1
SBC,PoW,Scrypt,StableCoin,-0.15950462573461135,-1.0763011708859485,0.011923438765342291,1
SMC,PoW,Scrypt,SmartCoin,-0.16095308084860568,-1.0762096585860759,0.01193066420372898,1
SUPER,PoS,X11,SuperCoin,-0.3270383763819791,0.9578609210472082,-0.10759197930127577,0
SYNC,PoW/PoS,X11,SyncCoin,-0.3749624317430003,1.295652526880346,-0.1837343691430948,0
SYS,PoW,SHA-256,SysCoin,-0.13202142215257595,-1.3373730820669083,0.05694403185603257,1
TES,PoS,Multiple,TeslaCoin,-0.22660154348931963,-0.000892306043319402,-0.02606576893236735,0
TGC,PoW,SHA-256,TigerCoin,-0.1448446538723371,-1.3372166984298528,0.05712408802839576,1
TIT,PoS,PHI1612,TittieCoin,-0.28378266260468615,1.0634680256207019,-0.047160467740591225,0
TOR,PoW/PoS,X11,TorCoin,-0.3748704711007951,1.29564858258437,-0.18373515916433758,0
TRC,PoW,SHA-256,TerraCoin,-0.14514404644712822,-1.3372234502101612,0.05713013913877911,1
UNB,PoW,SHA-256,UnbreakableCoin,-0.1451269661073048,-1.3372498949897038,0.057134558023452756,1
UNO,PoW,SHA-256,Unobtanium,-0.1457415296555726,-1.337214338830642,0.05713820460606915,1
URO,PoW,X11,UroCoin,-0.20979660318530038,-0.9161419715281748,-0.009859376161500361,1
USDE,PoW/PoS,Scrypt,UnitaryStatus Dollar,-0.3010091260264002,1.1353483209071988,-0.1623092823553954,0
UTC,PoW/PoS,Scrypt,UltraCoin,-0.3254297878032944,1.1355738716861812,-0.16195354972055306,0
VIA,PoW,Scrypt,ViaCoin,-0.16119215521717603,-1.0761978356733528,0.011932439502837356,1
VRC,PoST,Scrypt,VeriCoin,-0.31164560122713414,0.47419796668430886,0.026086379537420108,0
VTC,PoW,Lyra2REv2,Vertcoin,-0.19262760696648262,-1.5000082104184354,0.07822530217727543,1
WDC,PoW,Scrypt,WorldCoin,-0.15817575191050928,-1.0762663472142644,0.011895718346038534,1
XC,PoW/PoS,X11,X11 Coin,-0.374833351581792,1.2956530630756151,-0.18373655634074657,0
XCR,PoS,Multiple,Crypti,-0.22708752234614107,-0.0008379128011422407,-0.026067551139795687,0
XJO,PoW,SHA-256,JouleCoin,-0.14491478974001593,-1.337217684046791,0.05712539972480812,1
XST,PoW/PoS,X13,StealthCoin,-0.27487153605154924,1.8490638827522452,-0.18889025937688608,0
ZCC,PoW/PoS,Scrypt,ZCC Coin,-0.31754763414014753,1.1352052329718185,-0.1620158370405793,0
BCN,PoW,CryptoNight,ByteCoin,4.0073771411007435,-2.351152965647578,0.07488212767502958,1
XDN,PoW,CryptoNight,DigitalNote ,0.46402700546673703,-2.349142798775182,0.13195185970353743,1
BURST,PoC,Shabal256,BurstCoin,-0.2698571717096423,0.6426745489672749,-0.20600216387320422,0
SJCX,PoS,Counterparty,StorjCoin,-0.33180420726744186,1.42702618685612,-0.08661336099349674,0
MONA,PoW,Scrypt,MonaCoin,-0.16001278163321278,-1.0762156140358266,0.011916482369626004,1
NTRN,PoW/PoS,SHA-256,Neutron,-0.30989659498803984,0.8745667943598547,-0.1167507964860382,0
FAIR,PoW/PoS,Groestl,FairCoin,-0.3768665478664087,0.9321400933522358,-0.07910519391377842,0
NLG,PoW,Scrypt,Gulden,-0.14398088219236235,-1.0767835185684365,0.011757495962684451,1
RBY,PoS,Scrypt,RubyCoin,-0.27918271990917115,0.7977956152315375,-0.0857863515356237,0
PTC,PoW,Scrypt,PesetaCoin,-0.15867790967942755,-1.076213198158833,0.011894419274124147,1
KORE,PoW/PoS,X13,Kore,-0.27517884796692305,1.849044755669179,-0.18888188248093882,0
WBB,PoW,Scrypt,Wild Beast Coin,-0.161634977143966,-1.0761986029485597,0.011939752509401831,1
NOTE,PoS,Scrypt,Dnotes,-0.27361710494347263,0.7976317085765154,-0.08584744850887392,0
FLO,PoW,Scrypt,Flo,-0.15853706967878398,-1.0762038016636404,0.01189046819471317,1
8BIT,PoW/PoS,Scrypt,8BIT Coin,-0.3267884475582241,1.1355981916151279,-0.16193584847917117,0
STV,PoW/PoS,X13,Sativa Coin,-0.2751289563474048,1.849047897785688,-0.1888832490029611,0
ABY,PoW,Scrypt,ArtByte,-0.14418654716665427,-1.07630685069261,0.011676188961975401,1
FLDC,PoW,Stanford Folding,Folding Coin,-0.17459741956321298,-2.249238191315745,0.1442903845032987,1
U,PoS,X11,Ucoin,-0.3275025692210927,0.957830696477986,-0.107579089313704,0
UIS,PoW,Multiple,Unitus,-0.10965959191149686,-1.8748343902424949,0.07166089585880148,1
CYP,PoW,QuBit,CypherPunkCoin,-0.13821369344262663,-1.563149254412339,0.02552868447459523,1
OMC,PoW,Scrypt,OmniCron,-0.16150264313263668,-1.0761945714214194,0.011936891923544536,1
VTR,PoW/PoS,Scrypt,Vtorrent,-0.32651183154579294,1.1355934959381786,-0.16193949776886385,0
GRE,PoW,Scrypt,GreenCoin,-0.029184211025273778,-1.0787464172412733,0.010245544265060141,1
XCN,PoW,M7 POW,Cryptonite,-0.1058157262202411,-2.246985919531954,0.05006208228979589,1
MSC,PoW,Scrypt,MasterCoin,-0.1616442147610024,-1.0761974924123772,0.01193970502851343,1
SOON,PoW,SHA-256,SoonCoin,-0.14543231561155695,-1.3372184447057722,0.05713392227483534,1
1CR,PoW,Scrypt,1Credit,0.5167824171031133,-1.1182671443078749,0.008414678072743677,1
ISL,PoW/PoS,X11,IslaCoin,-0.37494317166693364,1.2956531913100713,-0.1837347992693247,0
NXS,PoW/nPoS,SHA3,Nexus,-0.4491429117469147,2.25557143987776,-0.25737394934915553,0
MARS,PoW,X11,MarsCoin ,-0.2091581726563303,-0.9161434470368162,-0.009869461131281126,1
CTO,PoW,Lyra2RE,Crypto,-0.13361474646928473,-2.275715608188554,0.10104535123860921,1
ACP,PoW,SHA-256,Anarchists Prime,-0.14516163038902016,-1.3372324222879235,0.05713201725908637,1
DRZ,PoW/PoS,QUAIT,Droidz,-0.35834598533929596,2.0242653671594955,-0.24466690764897459,0
BSC,PoW,X11,BowsCoin,-0.20945503895606915,-0.9161451404400803,-0.009864349161651421,1
SQL,PoS/PoW,X11,Squall Coin,-0.24458279143031583,0.8351194766500675,-0.1215260539682861,0
SONG,PoW,Scrypt,Song Coin,-0.15969146025300554,-1.0762793239048531,0.011922587481639463,1
ZNY,PoW,Scrypt,BitZeny,-0.15884987126406622,-1.076278607499578,0.011908820735730479,1
DIGS,PoS,Scrypt,Diggits,-0.2775177209390097,0.7977818520080197,-0.08581089209757684,0
EXP,PoW,Ethash,Expanse,-0.13211031240945367,-2.102947364984872,0.11873774697158208,1
CON,PoW/PoS,X13,Paycon,-0.2746308568068939,1.8490366065202934,-0.18888931669607573,0
SC,PoW,Blake2b,Siacoin,0.38322342842223855,-2.2591082040465436,0.19017258077134727,1
EMC,PoW/PoS,SHA-256,Emercoin,-0.30297355757952893,0.8741423387440823,-0.11678762831355027,0
EGC,PoW/PoS,X15,EverGreenCoin,-0.23613068813976476,1.9732560062059488,-0.17423212913413474,0
MND,PoW,X11,MindCoin,-0.20949186144566315,-0.9161428523498613,-0.009864158671675703,1
I0C,PoW,SHA-256,I0coin,-0.1453235936308891,-1.337214698055437,0.05713149495099969,1
DCR,PoW/PoS,BLAKE256,Decred,-0.055942201282940474,0.9473113532128312,-0.15561647747090337,0
RVR,PoW,Scrypt,Revolution VR,-0.15743296347765864,-1.076201323480926,0.01187213402995033,1
HODL,PoW,1GB AES Pattern Search,HOdlcoin,-0.10082456838718362,-2.257473092239363,0.08602220839922098,1
EDRC,PoW/PoS,SHA-256,EDRCoin,-0.3106874222359446,0.8745722664125484,-0.11673895129193855,0
HTC,PoW/PoS,X11,Hitcoin,-0.039096597484755684,1.2883389476019937,-0.1878790624755611,0
GAME,PoW,Scrypt,Gamecredits,-0.1601476179628688,-1.07620523573912,0.011916824810005873,1
DBIC,PoW/PoS,SHA-256,DubaiCoin,-0.310753637285831,0.8745781657417585,-0.11673892567473891,0
DIEM,PoW,SHA-256,CarpeDiemCoin,0.2906697325919192,-1.3375601034410194,0.050126733399856176,1
PWR,PoW/PoS,NIST5,PWR Coin,-0.22833410727711723,1.5796443790053873,-0.18500308830633547,0
BLRY,PoW/PoS,Scrypt,BillaryCoin,-0.3263827928557485,1.1355822918137424,-0.16193959960832116,0
GPU,PoS,Scrypt,GPU Coin,-0.2773832775271456,0.7977003676171385,-0.08579860211820968,0
ADZ,PoW,X11,Adzcoin,-0.20861789764551003,-0.9161611103530295,-0.009875080895415264,1
SOIL,PoW,Dagger,SoilCoin,-0.16933627039007595,-2.3170615934364855,0.17586180377323002,1
YOC,PoW,Scrypt,YoCoin,-0.16040708931015532,-1.076274185258194,0.01193327314897148,1
SIB,PoW,X11GOST,SibCoin,-0.13305439395412585,-2.242468839854837,0.1007232749818799,1
ERC,PoW/PoS,X11,EuropeCoin,-0.37199813916054886,1.2954815001495217,-0.1837520424961324,0
ZEIT,PoS,Scrypt,ZeitCoin,0.9214903867806232,0.7687427391221225,-0.10008670909573167,0
SWING,PoW/PoS,SHA-256,SwingCoin,-0.3105456732296347,0.8745643459154279,-0.11673984218785402,0
SAFEX,PoC,Scrypt,SafeExchangeCoin,-0.15779768303361974,0.45283721415473305,-0.13249438665121518,0
NEBU,PoS,PoS,Nebuchadnezzar,-0.32759900778651385,1.3765377113846844,-0.13119226759327343,0
FRN,PoW,Scrypt,Francs,-0.16142548497338358,-1.0762037421973993,0.011937269851586038,1
ADNT,PoW,ScryptOG,Aiden,-0.09410084238825657,-2.1642444835396173,0.1248147233573887,1
BOLI,PoW,X11,BolivarCoin,-0.20945369080012777,-0.9161479396006924,-0.009863873974242215,1
XRA,PoW/PoS,X11,Ratecoin,-0.3726953404245253,1.2956772980938034,-0.18377551016732135,0
REV,PoW/PoS,SHA-256,Revenu,-0.309238728081859,0.8744793928959611,-0.11674593889809533,0
CKC,PoW/PoS,SHA-256,Clockcoin,-0.30681262235248186,0.8743479586420306,-0.11676192021122163,0
VIP,PoW/PoS,NIST5,VIP Tokens,-0.3548778881099484,1.5752195481069915,-0.18216650652738078,0
BSD,PoW/PoS,X11,BitSend,-0.37362675778610466,1.295599670765861,-0.18374663078909995,0
OMNI,PoW,Scrypt,Omni,-0.1616442757031152,-1.0761974923569364,0.011939706006350893,1
LIR,PoS,POS 3.0,Let it Ride,-0.34236063375880244,1.3650026733648566,-0.050724165320176186,0
PUT,PoW/PoS,Scrypt,PutinCoin,-0.3017008502408689,1.1350399215932803,-0.16224331031030584,0
IBANK,PoW/PoS,Scrypt,iBankCoin,-0.3264225583808762,1.1355792615162135,-0.16193841705404302,0
FRWC,PoW/PoS,Scrypt,Frankywillcoin,-0.3247958549210289,1.135595717543214,-0.16196770288797954,0
MUDRA,PoS,X13,MudraCoin,-0.22647641116913267,1.5111462286975463,-0.11273312217841301,0
PIZZA,PoW,X11,PizzaCoin,-0.20961007175052268,-0.916153328618963,-0.009860382617609392,1
LC,PoS,X11,Lutetium Coin,-0.3144701392357234,0.9578266400527681,-0.10778958413007023,0
KMD,dPoW/PoW,Equihash,Komodo,-0.27061792875511637,-1.6889024470144127,0.27116716084627784,1
GB,PoW/PoS,X11,GoldBlocks,-0.3743954761393197,1.2956364951158679,-0.18374071102527995,0
CTC,PoW/PoS,Scrypt,CarterCoin,-0.32559358916124226,1.1355753410024447,-0.16195115591186401,0
KRB,PoW,CryptoNight,Karbo,0.3024770000926894,-2.347603013067691,0.13429666797516673,1
BXT,PoW/PoS,SHA-256,BitTokens,-0.31073395831340955,0.8745713741452175,-0.11673803865037692,0
ZYD,PoW,SHA-256,ZayedCoin,-0.14559459846044495,-1.337216023844752,0.05713612251086383,1
MST,PoW/PoS,X11,MustangCoin,-0.37493195377840727,1.2956514436734923,-0.18373467075485853,0
ZNE,PoW/PoS,Scrypt,ZoneCoin,-0.32661939429328896,1.1355890778311892,-0.16193697000445983,0
COVAL,PoW,Multiple,Circuits of Value,-0.08890126943906512,-1.874972726855837,0.07134903203416347,1
ROOT,PoW/PoS,Scrypt,RootCoin,-0.32678243433570126,1.1355983988358023,-0.1619359827302053,0
DOPE,PoW,Scrypt,DopeCoin,-0.1586933665092396,-1.0762376439749948,0.01189901053628965,1
BTCR,PoS,Scrypt,BitCurrency,-0.27736856578144825,0.7978581324992463,-0.08582685428887292,0
